First Name,Last Name,Gender,Age,Business Travel,Department,Distance From Home (KM),State,Ethnicity,Education Field,Job Role,Marital Status,Salary,Stock Option Level,Over Time,Hire Date,Attrition,Years At Company,Years In Most Recent Role,Years Since Last Promotion,Years With Current Manager,Education Level
Ludvig,Gadman,Male,22,Some Travel,Technology,10,CA,Black or African American,Computer Science,Senior Software Engineer,Married,66552,1,Yes,2018-12-30,No,4,1,2,0,Bachelors 
Ellery,Hartopp,Male,24,Frequent Traveller,Sales,3,CA,White,Marketing,Sales Executive,Single,70546,0,Yes,2019-01-01,No,3,2,2,0,Masters 
Tann,Learmouth,Non-Binary,42,Some Travel,Technology,33,CA,Asian or Asian American,Computer Science,Engineering Manager,Married,213191,2,No,2019-01-03,No,3,0,1,2,Masters 
Jorie,Ockland,Non-Binary,21,Frequent Traveller,Technology,29,IL,Asian or Asian American,Computer Science,Data Scientist,Divorced,64887,1,No,2019-01-03,No,3,3,3,0,Bachelors 
Sib,Coughan,Female,42,Some Travel,Sales,20,CA,Black or African American,Marketing ,Sales Executive,Married,241646,3,Yes,2019-01-07,No,3,0,1,3,Masters 
Stephenie,Cronkshaw,Female,22,Some Travel,Technology,31,IL,Asian or Asian American,Computer Science,Software Engineer,Divorced,43588,2,No,2019-01-07,No,3,2,3,2,No Formal Qualifications
Dyan,Boud,Female,22,Some Travel,Technology,29,CA,White,Information Systems,Data Scientist,Divorced,28790,1,No,2019-01-09,Yes,3,1,1,2,Bachelors 
Josepha,Revey,Female,22,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,24208,0,No,2019-01-09,No,3,1,3,2,Bachelors 
Heywood,Westnage,Male,24,Some Travel,Technology,16,CA,American Indian or Alaska Native,Computer Science,Senior Software Engineer,Married,82174,2,No,2019-01-11,No,3,2,2,3,Masters 
Mordecai,Tetlow,Non-Binary,22,Frequent Traveller,Sales,28,NY,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,39845,2,No,2019-01-13,Yes,1,0,0,0,Masters 
Fiorenze,Arcase,Female,21,No Travel ,Sales,21,CA,White,Marketing ,Sales Executive,Married,69402,1,No,2019-01-14,No,3,1,3,0,Bachelors 
Helen-elizabeth,Randall,Female,47,Frequent Traveller,Technology,37,NY,Black or African American,Computer Science,Analytics Manager,Divorced,350101,1,No,2019-01-19,No,3,0,1,0,Bachelors 
Anna-maria,Diegan,Female,24,Some Travel,Technology,20,NY,Black or African American,Information Systems,Senior Software Engineer,Married,52850,1,No,2019-01-20,No,3,3,3,0,Bachelors 
Fairfax,Leyre,Male,21,Frequent Traveller,Technology,36,CA,American Indian or Alaska Native,Computer Science,Software Engineer,Divorced,22462,1,Yes,2019-01-24,No,3,2,2,3,Bachelors 
Dennison,Mouncey,Male,22,Frequent Traveller,Technology,15,NY,American Indian or Alaska Native,Computer Science,Software Engineer,Single,40115,0,No,2019-02-01,No,3,3,3,0,Masters 
Bar,Dunphy,Male,22,No Travel ,Sales,17,CA,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,58270,1,No,2019-02-02,No,3,1,1,1,Bachelors 
Aloysius,Holdren,Male,22,No Travel ,Sales,14,CA,Mixed or multiple ethnic groups,Technical Degree,Sales Executive,Single,53014,0,Yes,2019-02-04,No,3,3,3,0,Bachelors 
Dew,Jinkinson,Male,24,Frequent Traveller,Sales,9,NY,Black or African American,Marketing ,Sales Executive,Single,45410,0,No,2019-02-04,No,3,3,3,1,Bachelors 
Dorise,Rossant,Female,21,Some Travel,Technology,39,CA,Asian or Asian American,Computer Science,Software Engineer,Married,54130,3,Yes,2019-02-06,Yes,2,1,1,2,Masters 
Audrey,Campbell,Female,22,Some Travel,Technology,2,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,24422,0,No,2019-02-11,Yes,1,0,0,1,No Formal Qualifications
Virgil,Howat,Male,49,Frequent Traveller,Technology,43,NY,Other ,Computer Science,Machine Learning Engineer,Divorced,248115,2,No,2019-02-12,No,3,2,3,3,High School 
Nancy,Summerton,Female,28,No Travel ,Human Resources,4,IL,White,Economics,HR Executive,Married,152909,1,No,2019-02-15,No,3,1,3,2,Doctorate
Sibley,Jeans,Female,22,Some Travel,Technology,31,CA,Black or African American,Information Systems,Software Engineer,Married,75738,3,Yes,2019-02-23,Yes,3,1,2,0,Masters 
Murdock,Shayes,Male,29,Some Travel,Sales,39,NY,White,Marketing,Sales Executive,Divorced,183768,1,Yes,2019-02-25,No,3,3,3,0,No Formal Qualifications
Cyrill,Cowle,Male,23,Some Travel,Technology,27,CA,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,47046,2,Yes,2019-03-03,No,3,2,2,1,Masters 
Rivkah,Hurdle,Non-Binary,24,Some Travel,Technology,2,CA,Black or African American,Information Systems,Data Scientist,Married,28797,3,Yes,2019-03-04,No,3,0,2,1,No Formal Qualifications
Nico,Playden,Male,21,No Travel ,Technology,42,CA,White,Computer Science,Data Scientist,Married,57118,3,No,2019-03-05,No,3,1,3,0,Bachelors 
Tann,Lettley,Male,21,Some Travel,Technology,30,CA,White,Computer Science,Software Engineer,Divorced,37164,1,Yes,2019-03-06,No,3,3,3,3,Bachelors 
Leshia,Jenking,Female,24,Some Travel,Technology,34,IL,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,78242,1,No,2019-03-07,No,3,0,3,2,Bachelors 
Adelina,Bittlestone,Female,40,Frequent Traveller,Technology,19,CA,Black or African American,Information Systems,Analytics Manager,Single,513325,0,No,2019-03-10,No,3,0,0,1,Bachelors 
Ryley,Piche,Non-Binary,23,Some Travel,Technology,7,CA,White,Information Systems,Data Scientist,Single,27360,0,No,2019-03-11,No,3,2,3,3,No Formal Qualifications
Howey,Woolis,Male,24,Some Travel,Sales,21,CA,Black or African American,Marketing,Sales Executive,Married,85118,3,No,2019-03-18,Yes,0,0,0,0,Masters 
Sibelle,Hanse,Female,35,Some Travel,Sales,36,CA,Black or African American,Marketing,Manager,Single,396470,0,No,2019-03-22,No,3,3,3,2,Masters 
Ring,Miles,Non-Binary,23,Frequent Traveller,Technology,26,CA,White,Information Systems,Data Scientist,Single,31342,0,No,2019-03-22,No,3,0,3,0,High School 
Maximilien,Bodimeade,Male,22,Some Travel,Technology,18,NY,White,Information Systems,Senior Software Engineer,Married,68743,0,No,2019-03-23,No,3,0,3,1,Masters 
Rod,Durston,Male,22,No Travel ,Technology,13,CA,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Married,68629,1,No,2019-03-25,No,3,1,1,0,Doctorate
Wendy,Bootman,Female,31,Some Travel,Sales,38,CA,Black or African American,Marketing,Manager,Married,330940,1,No,2019-03-28,No,3,1,3,3,Doctorate
Urbano,Hinckes,Male,27,Some Travel,Technology,43,CA,White,Computer Science,Senior Software Engineer,Single,105702,0,No,2019-03-30,No,3,3,3,1,Masters 
Ettie,Watt,Female,24,Some Travel,Technology,17,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Married,26937,1,No,2019-03-31,No,3,2,2,1,Bachelors 
Caria,Ingerman,Female,36,Some Travel,Sales,20,IL,Mixed or multiple ethnic groups,Economics,Sales Executive,Divorced,220472,1,No,2019-04-03,No,3,1,1,0,Masters 
Maxie,Housego,Female,24,Frequent Traveller,Technology,26,CA,Native Hawaiian ,Other,Software Engineer,Divorced,35885,2,No,2019-04-03,No,3,1,2,2,Masters 
Valeda,Napier,Female,39,Frequent Traveller,Human Resources,25,CA,Black or African American,Economics,HR Business Partner,Married,349233,1,No,2019-04-06,No,3,0,2,0,Bachelors 
Eryn,Fern,Female,35,Frequent Traveller,Technology,28,CA,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Single,222303,0,No,2019-04-08,No,3,0,2,2,Bachelors 
Raynard,Revie,Male,31,Some Travel,Technology,19,CA,White,Information Systems,Engineering Manager,Single,371727,0,No,2019-04-09,No,3,2,3,2,No Formal Qualifications
Ulrike,Seakes,Female,40,Some Travel,Sales,5,NY,White,Marketing ,Manager,Married,267834,0,No,2019-04-10,No,3,3,3,0,Masters 
Sherrie,Chantler,Female,34,Frequent Traveller,Sales,30,CA,Mixed or multiple ethnic groups,Marketing ,Manager,Married,311448,2,Yes,2019-04-12,No,3,1,2,2,High School 
Melvin,Bansal,Male,24,Some Travel,Technology,33,CA,White,Computer Science,Machine Learning Engineer,Married,81974,3,No,2019-04-12,No,3,1,1,1,Bachelors 
Teena,Nassey,Female,24,No Travel ,Sales,14,CA,Black or African American,Marketing ,Sales Executive,Divorced,52975,1,Yes,2019-04-18,No,3,1,3,3,Bachelors 
Jeffry,Wastling,Male,32,Some Travel,Sales,15,NY,Mixed or multiple ethnic groups,Technical Degree,Sales Executive,Married,208435,1,No,2019-04-18,No,3,1,2,1,Masters 
Galen,Kabos,Male,23,Some Travel,Technology,30,CA,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Single,54171,0,Yes,2019-04-18,No,3,2,3,0,Masters 
Cristi,Belchem,Female,28,Frequent Traveller,Technology,31,CA,White,Other,Senior Software Engineer,Single,176282,0,Yes,2019-04-23,Yes,2,0,1,0,No Formal Qualifications
Franz,Brighouse,Male,23,Some Travel,Technology,30,CA,White,Information Systems,Data Scientist,Single,24518,0,No,2019-04-25,No,3,2,2,3,High School 
Kain,Scoates,Male,33,Frequent Traveller,Technology,32,CA,Black or African American,Computer Science,Machine Learning Engineer,Married,188180,0,No,2019-04-27,No,3,1,3,3,No Formal Qualifications
Haley,Veld,Female,22,Some Travel,Technology,21,IL,Black or African American,Computer Science,Software Engineer,Single,27097,0,No,2019-04-28,No,3,3,3,1,Bachelors 
Lonni,McConnel,Female,29,Some Travel,Sales,8,NY,White,Marketing,Sales Executive,Married,163950,1,No,2019-04-30,No,3,3,3,0,Bachelors 
Rockwell,Draysay,Male,24,Frequent Traveller,Technology,34,NY,Black or African American,Computer Science,Software Engineer,Single,28484,0,Yes,2019-05-01,Yes,1,1,1,1,High School 
Rodrique,Rohlfing,Male,35,Some Travel,Technology,29,CA,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Divorced,519361,1,Yes,2019-05-04,No,3,2,3,1,Bachelors 
Bengt,Smythin,Male,22,No Travel ,Technology,25,CA,White,Business Studies,Software Engineer,Single,31386,0,No,2019-05-13,No,3,2,2,1,Masters 
Darrin,Roo,Male,21,Frequent Traveller,Technology,37,CA,American Indian or Alaska Native,Other,Software Engineer,Married,32679,1,No,2019-05-14,No,3,3,3,2,Masters 
Norton,Rigolle,Non-Binary,35,Some Travel,Technology,19,CA,American Indian or Alaska Native,Information Systems,Senior Software Engineer,Married,187372,0,Yes,2019-05-16,No,3,1,1,2,High School 
Josi,Ogilvy,Female,21,Some Travel,Technology,44,NY,Black or African American,Computer Science,Software Engineer,Married,46366,1,No,2019-05-16,No,3,0,3,0,Masters 
Delbert,Holby,Male,21,Some Travel,Sales,21,IL,Black or African American,Marketing ,Sales Representative,Married,33641,2,No,2019-05-20,No,3,0,3,1,Masters 
Balduin,Vonasek,Male,24,No Travel ,Technology,42,CA,White,Computer Science,Senior Software Engineer,Married,58717,1,No,2019-05-20,No,3,0,2,1,Masters 
Giacinta,Keasey,Female,21,Some Travel,Technology,8,CA,American Indian or Alaska Native,Business Studies,Data Scientist,Single,36534,0,No,2019-05-24,Yes,0,0,0,0,Bachelors 
Delly,Costerd,Female,41,Some Travel,Technology,22,CA,White,Computer Science,Machine Learning Engineer,Single,235812,0,No,2019-05-27,No,3,1,2,2,Bachelors 
Minette,Florey,Female,24,Some Travel,Sales,16,CA,White,Economics,Sales Representative,Single,25102,0,No,2019-06-05,Yes,1,0,0,0,Bachelors 
Jaime,Luca,Male,21,Some Travel,Technology,43,CA,White,Computer Science,Machine Learning Engineer,Single,71698,0,No,2019-06-05,No,3,0,3,3,High School 
Josh,Tomczykowski,Male,35,Some Travel,Technology,8,CA,Black or African American,Computer Science,Analytics Manager,Married,405965,1,No,2019-06-07,No,3,1,2,0,Masters 
Barbra,Lanceter,Female,24,No Travel ,Technology,25,CA,White,Computer Science,Data Scientist,Married,40342,1,Yes,2019-06-08,No,3,2,3,1,High School 
Roseann,Blueman,Female,24,Some Travel,Technology,45,CA,Asian or Asian American,Information Systems,Software Engineer,Married,30390,1,No,2019-06-14,No,3,0,2,2,Bachelors 
Dix,Presley,Female,24,No Travel ,Sales,10,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,65432,0,No,2019-06-15,No,3,1,2,0,Masters 
Davin,Nutley,Male,21,Some Travel,Technology,35,IL,Black or African American,Computer Science,Data Scientist,Divorced,51682,1,No,2019-06-15,No,3,1,3,0,Bachelors 
Giorgio,Ginger,Male,21,Some Travel,Technology,18,CA,Asian or Asian American,Computer Science,Software Engineer,Married,29558,1,Yes,2019-06-17,No,3,2,3,2,High School 
Theodoric,Mateo,Male,22,Some Travel,Technology,8,CA,Black or African American,Computer Science,Software Engineer,Single,26158,0,No,2019-06-18,No,3,0,3,1,Bachelors 
Viviene,Vanezis,Non-Binary,21,Some Travel,Technology,41,CA,Black or African American,Computer Science,Data Scientist,Single,29793,0,Yes,2019-06-22,Yes,3,0,0,2,Bachelors 
Luci,Penburton,Female,21,Some Travel,Technology,4,NY,White,Business Studies,Software Engineer,Single,67900,0,No,2019-06-24,No,3,3,3,2,Bachelors 
Ira,Rivelon,Male,21,Some Travel,Technology,40,CA,White,Business Studies,Data Scientist,Married,58274,1,No,2019-06-27,No,3,3,3,3,Bachelors 
Laetitia,Muccino,Female,41,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Married,268964,1,No,2019-07-01,Yes,3,1,1,0,Masters 
Marcos,Bowkett,Male,22,Some Travel,Sales,29,IL,Mixed or multiple ethnic groups,Economics,Sales Executive,Divorced,58992,1,Yes,2019-07-02,No,3,3,3,2,High School 
Nicolina,Cordelle,Non-Binary,22,No Travel ,Technology,32,NY,White,Computer Science,Software Engineer,Single,38358,0,No,2019-07-05,No,3,2,2,3,High School 
Hedvige,De Wolfe,Non-Binary,33,Some Travel,Technology,44,CA,White,Information Systems,Analytics Manager,Single,230945,0,No,2019-07-09,No,3,0,2,0,Bachelors 
Loella,Woodrough,Female,23,Some Travel,Technology,33,CA,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,77798,3,No,2019-07-12,No,3,2,3,0,High School 
Berti,Laurand,Male,24,Some Travel,Technology,2,NY,Mixed or multiple ethnic groups,Business Studies,Software Engineer,Divorced,32313,2,No,2019-07-14,No,3,1,1,2,High School 
Torey,Emanueli,Female,21,No Travel ,Technology,22,NY,Black or African American,Other,Software Engineer,Married,25208,0,Yes,2019-07-19,No,3,0,0,1,High School 
Glennis,Miquelet,Female,24,Frequent Traveller,Technology,30,NY,White,Information Systems,Senior Software Engineer,Married,66110,2,Yes,2019-07-24,No,3,2,2,0,Masters 
Renaud,Gigg,Male,23,Frequent Traveller,Technology,34,NY,American Indian or Alaska Native,Computer Science,Software Engineer,Married,43009,0,No,2019-07-24,No,3,2,2,1,Bachelors 
Dunn,Barthrop,Male,24,Some Travel,Sales,16,CA,Asian or Asian American,Marketing,Sales Representative,Single,29128,0,Yes,2019-07-31,Yes,0,0,0,0,High School 
Giordano,Baum,Non-Binary,22,Some Travel,Technology,10,NY,Asian or Asian American,Computer Science,Data Scientist,Married,28953,1,No,2019-08-01,No,3,1,1,1,Masters 
Griffie,Bugge,Male,31,Some Travel,Technology,25,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,157676,0,No,2019-08-07,No,3,0,2,1,Bachelors 
Lura,Hedin,Female,45,Frequent Traveller,Technology,4,CA,Native Hawaiian ,Information Systems,Engineering Manager,Divorced,393420,1,No,2019-08-11,No,3,1,1,1,Bachelors 
Jonah,Chatwood,Male,24,No Travel ,Technology,18,NY,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Divorced,104807,1,No,2019-08-11,No,3,0,0,1,Bachelors 
Linea,Clifft,Female,23,Some Travel,Technology,25,CA,Asian or Asian American,Other,Data Scientist,Divorced,25425,1,No,2019-08-13,No,3,1,3,2,High School 
Duff,Rioch,Male,21,Frequent Traveller,Human Resources,42,CA,Black or African American,Other,HR Executive,Married,42303,1,Yes,2019-08-13,No,3,2,2,2,Masters 
Filide,Summerlie,Female,46,Some Travel,Sales,8,CA,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,249505,3,Yes,2019-08-14,No,3,2,2,1,Bachelors 
Tandy,Curley,Female,23,Some Travel,Technology,1,CA,White,Information Systems,Machine Learning Engineer,Divorced,62324,2,No,2019-08-14,No,3,1,3,3,No Formal Qualifications
Son,Crowther,Male,24,Some Travel,Technology,36,IL,Black or African American,Information Systems,Machine Learning Engineer,Single,93015,0,Yes,2019-08-14,No,3,0,2,2,Bachelors 
Elton,Hyrons,Male,24,Frequent Traveller,Technology,44,CA,White,Computer Science,Software Engineer,Divorced,61230,1,No,2019-08-17,No,3,2,3,3,Masters 
Gracie,Horley,Female,23,Some Travel,Technology,20,NY,White,Information Systems,Software Engineer,Divorced,85006,2,No,2019-08-18,No,3,2,3,0,Bachelors 
Helge,Exley,Female,23,Frequent Traveller,Technology,28,CA,White,Computer Science,Data Scientist,Single,57133,0,No,2019-08-23,Yes,3,0,0,1,High School 
Dwayne,Sturror,Male,24,Some Travel,Sales,9,CA,White,Marketing,Sales Executive,Divorced,110542,1,No,2019-08-23,No,3,3,3,2,Masters 
Liz,Durnford,Female,21,Some Travel,Technology,2,CA,White,Other,Data Scientist,Single,31254,0,No,2019-08-25,No,3,0,1,1,High School 
Jamie,Sarll,Male,50,Frequent Traveller,Technology,43,CA,White,Information Systems,Engineering Manager,Divorced,339245,2,No,2019-08-26,No,3,0,0,1,Bachelors 
Mendy,Hounsom,Male,23,Some Travel,Technology,35,IL,White,Computer Science,Data Scientist,Single,28704,0,No,2019-08-28,No,3,3,3,1,Bachelors 
Brigitta,Larkins,Female,21,Frequent Traveller,Technology,7,CA,White,Computer Science,Machine Learning Engineer,Single,76518,0,No,2019-08-31,No,3,1,2,1,Bachelors 
Madalena,Leneham,Female,21,No Travel ,Sales,25,CA,White,Marketing,Sales Executive,Married,69078,1,No,2019-09-08,No,3,3,3,3,Bachelors 
Keelby,Pariss,Male,21,Some Travel,Technology,30,CA,White,Computer Science,Software Engineer,Married,31624,0,No,2019-09-08,No,3,3,3,2,No Formal Qualifications
Shandeigh,Lindores,Female,22,Some Travel,Technology,14,CA,White,Computer Science,Data Scientist,Married,28989,1,No,2019-09-09,No,3,2,2,3,High School 
Guthrie,Blunt,Male,23,Some Travel,Technology,26,NY,White,Computer Science,Data Scientist,Divorced,31426,1,No,2019-09-12,No,3,1,2,0,High School 
Emlynne,Spight,Female,21,Some Travel,Sales,11,NY,White,Economics,Sales Representative,Married,42066,1,No,2019-09-13,No,3,3,3,1,No Formal Qualifications
Marcille,Tweedy,Female,24,Some Travel,Sales,34,CA,White,Economics,Sales Executive,Single,107634,0,No,2019-09-15,No,3,2,2,2,No Formal Qualifications
Randall,Worswick,Male,22,No Travel ,Sales,41,CA,White,Marketing ,Sales Representative,Single,27961,0,No,2019-09-15,No,3,0,1,0,No Formal Qualifications
Gregoire,Bilbrook,Male,23,Some Travel,Technology,37,CA,White,Business Studies,Senior Software Engineer,Single,57603,0,No,2019-09-18,No,3,0,1,1,Masters 
Kirby,Denison,Male,24,No Travel ,Technology,21,NY,White,Information Systems,Software Engineer,Single,26451,0,No,2019-09-23,No,3,1,1,3,Bachelors 
Kinna,Krzyzowski,Female,24,Some Travel,Technology,20,CA,White,Computer Science,Software Engineer,Divorced,32930,2,Yes,2019-09-24,No,3,3,3,0,No Formal Qualifications
Dur,Lebarree,Male,24,Some Travel,Technology,9,CA,White,Business Studies,Software Engineer,Married,33443,1,Yes,2019-09-24,No,3,3,3,0,Bachelors 
Rolando,Pioch,Male,23,Some Travel,Sales,44,NY,White,Economics,Sales Executive,Married,100314,3,Yes,2019-09-25,No,3,2,3,3,High School 
Chiquita,Le Marchant,Non-Binary,23,Some Travel,Technology,20,CA,White,Computer Science,Software Engineer,Divorced,45995,1,No,2019-09-27,No,3,1,1,2,No Formal Qualifications
Phyllis,Wiles,Female,21,Some Travel,Technology,17,NY,White,Computer Science,Senior Software Engineer,Single,44940,0,No,2019-10-07,No,3,3,3,0,Bachelors 
Thain,Pedri,Male,21,Some Travel,Technology,7,CA,White,Computer Science,Data Scientist,Married,40561,1,No,2019-10-09,No,3,3,3,1,Bachelors 
Eleanora,Issacoff,Female,24,Some Travel,Sales,7,NY,White,Marketing,Sales Executive,Married,106586,1,No,2019-10-14,No,3,1,3,3,Bachelors 
